exam_type_name,passage_english,passage_hindi,passage_german,passage_french,duration
PRACTISE,"Kerala the lush green strip of land on the south-west coast of India, lies snuggled between the vast Arabian Sea on its west and the Western Ghats in the east. This Tropical paradise with its spectacular and diverse natural attractions has long attracted holiday makers from acres the world. A 600 km long coastline stretching across 11 out of its fourteen districts, emerald backwaters, exotic wild life, beautiful waterfalls, historic monuments and misty hill stations have made it one of the most acclaimed States in the world.
The centuries-old holistic medicine of Ayurveda, the unique boat races that is the largest team sport in the world, the ride through the winding waterways in a cosy houseboat or the colourful and exotic festivals Kerala offers a multitude of experience to the tourists. The land's natural beauty is further enhanced by a rich tradition of music and arts dating back over a thousand years, making Kerala truly God's Own Country.
Kerala has received laurels from policy makers and developmental economists all over the globe for the investments it has made in the sectors of education and health over the years, which helped the state in becoming an enlightened state with a very talented human resource base. Many experts have cited the remarkable social sector development of the state by pointing out that Kerala's accomplishment shows that the well being of the people can be improved, and social, political, and cultural.
",,,,25
PRACTISE,"",,,,30
PRACTISE,"The first well-known rulers of Maharashtra were the Satavahanas (230 BC to 225 AD), who were the founders of Maharashtra, and have left a plethora of literary, epigraphic, artistic, and archaeological evidence. This epoch marks tremendous development in every field of human endeavour. Then came the Vakatakas who established a pan-Indian empire. Under them Maharashtra witnessed an all-sided development in the fields of learning, arts and religion. Some of the Ajanta Caves and fresco paintings reached their pinnacle during their rule. After the Vakatakas and after a brief interlude of the Kalachuri dynasty, the most important rulers were the Chalukyas followed by the Rashtrakutas and the Yadavas apart from the Shilaharas on the coast.
The Yadavas, with Marathi as their court language extended their authority over large parts of the Deccan. While the Bahamani rule brought a degree of cohesion to the land and its culture, a uniquely homogeneous evolution of Maharashtra as an entity became a reality under the able leadership of Shivaji.",,,,5
PRACTISE,"The Government of Himachal Pradesh has developed an IT Vision-2010 in collaboration with NASSCOM to make Himachal Pradesh an IT destination. Under the IT policy, it has been decided to accord the status of industry to all IT projects including IT related services and educational institutions. As such, all the incentives available for industrial units are also being given to all IT units, and IT related services. The use of IT in governance is aimed at having SMART (Simple, Moral, Accountable, Responsive and Transparent) government.
The State Government official website at http://himachal.nic.in is a web portal providing citizencentric services to the citizens and it has got interfaces for getting inputs from the grass root level. 1st phase of the H.P. State-wide Area Network (HIM SWAN) which has been completed has been connected to internet. In the Phase-I of HIMSWAN, H.P. Secretariat Local Area Network has been established with a provision to provide LAN connectivity to every third person.",,,,10
PRACTISE,"I am a tree, tall and imposing, standing all alone near the campus of a temple. My life is ever so
interesting as, I see a huge spectrum of society, funny gestures of people, and hear all kinds of
conversation of the devotees who pass by me. I was not always so huge. As is true of all living beings I
was also a long time back, a young sapling with this huge tree within me. At that time I looked fresh
and beautiful as all other beings who are young, but, at that time I was of course not so imposing. This
is what I have seen about life that, every stage has something good about it. I understand that, I am a
peepal tree which just grows anywhere and everywhere. Ever since I was young, I remember several
people coming to my root and worshipping me. They would light an earthenware lamp, and put it near
my root, say their prayers and go away. This was a daily ritual which scores of people followed at my
root ever since I can remember. As I started growing up bigger and bigger, the temple authorities put a
two feet wall like boundary around my trunk. This was done to protect me from being destroyed by
crowds who thronged to me. Since I am near a temple, I have always had the pleasure of a lot of
company daily and, the great honour of being worshipped by scores of believers every day. Now, I am
a full grown tree, and that two feet wall has been converted into a broad platform all around me, with
my root out of sight, and the trunk also somewhat covered from vision. Here on the platform people sit
and say their prayers and relax. At times they also consume their temple prasad while sitting on this
platform. Oh, what a wonderful feeling it is to be so loved and cared for and, above all, being so
honoured and respected. This honour is given to me as, I understand now that, a section of the Indian
society considered me a holy tree to be worshipped. This is why there is so much hype about me and
my kin. ",,,,15
PRACTISE,"In fact all great ideals and philosophies are the outcome of great men’s contemplation. But these
philosophies and ideals would easily have been forgotten, had they not been applied to real life. Who
could remember Marx if Lenin had not motivated people to follow communism? Rousseau’s name
would certainly have been rubbed out of our memory, had France not accepted socialist democracy.
Lives of various great men and even religious leaders endorse the view that action is not only natural
instinct; it’s also the essence of life. Karl Marx was a German philosopher during the 19th century. He
worked primarily in the realm of political philosophy and was a famous advocate for communism. He
cowrote The Communist Manifesto and was the author of Das Kapital, which together formed the basis
of Marxism. Marx's political and philosophical thought had enormous influence on subsequent
intellectual, economic, and political history. His name has been used as an adjective, a noun, and a
school of social theory. Marx believed that humanity's core conflict rages between the ruling class, or
bourgeoisie, that controls the means of production such as factories, farms and mines, and the working
class, or proletariat, which is forced to sell their labour. At the request of the Communist League, Marx
and Engels coauthored their most famous work, “The Communist Manifesto,” published in 1848. A call
to arms for the proletariat—“Workers of the world, unite!”—the manifesto set down the principles on
which communism was to evolve. The main classes in capitalism are the bourgeoisie and the proletariat.
However, other classes such as landlords, petty bourgeoisie, peasants, and lumpenproletariat also exist,
but are not primary in terms of the dynamics of capitalism. Six key ideas of Karl Marx: Bourgeoisie,
Proletariat, ideological control, false consciousness, revolution and communism.
",,,,20
PRACTISE,"The Jui, Siwani, Loharu and Jawahar Lal Nehru lift irrigation schemes have helped carry irrigation water against the gravity to the arid areas. Besides, sprinkler and drip irrigation have been introduced in the highly undulating and sandy tracks of Haryana. The construction work on the HathniKund barrage has been completed at the cost of 192 crore. While Haryana and Uttar Pradesh would get additional water for irrigation purposes from the barrage, it will also help Delhi quench its thirst, to some extent.
With a view to ensuring equitable distribution of water for irrigation and drinking purposes throughout the state, the Irrigation Department has constructed the 109 km Bhakra Main Line-Hansi Branch-Buttana Branch Multipurpose Link Channel at the cost of 392 crore. It has been designed to take 2,086 cusecs of RaviBeas waters, being received through the Bhakra Main Line, to the Yamuna Canal and lift canal commands. During the monsoon season, the Hansi-Bhutana channel will help grow paddy, and raise the sub-soil water level in the adjoining areas.
The construction work on the channel has been completed, except for the part linking it with the Bhakra Main Line. Water in the Hansi-Bhutana Canal can be released after the legal issues are resolved. And efforts are being make to resolve these issues.",,,,25
PRACTISE,"In June 1965, I was a seventh standard student of King George’s School, Belgaum (now Military School,
Belagavi). Straight from a village in Haryana, with little knowledge of English, here I was just about 13
years old among children from all walks of life. Initially, I was lost and cried often, feeling out of place.
But, soon, I was on my feet and rubbing shoulders with children from privileged backgrounds. All this,
thanks to our visionary Principal, R.S. Mani. Seeing my shyness and poor English, he called me to his
office. Handing me a copy of Reader’s Digest with an essay on Gandhiji, he said, “Ripu, next week you
will narrate that essay in the Assembly.” “Nothing is impossible,” he added. I took it as a challenge and
decided to memorise the whole essay. Shivering, I stood in front of the assembly, and rattled out the
essay like a parrot. Loud clapping ensued. Here began the story of how a teacher can mould and build
a student. Principal Mani asked me to read newspapers daily and make note of important events. I took
a dictionary and sat with an English daily. In one hour, I could finish no more than half a page, but I did
not lose heart. The output kept increasing every day. My vocabulary kept on expanding, so did the
general awareness. Mr. Mani put me in the declamation team. By the time I was in the 10th standard,
I was the best debater of the school. I still remember how we defeated a Pune school in an inter-school
debate which was presided over by none other than Nani Palkhiwala. “Why don’t you start writing
when you can speak so well,” Mr. Mani asked. And there I was in the school magazine editorial team.
He reposed faith in me as a moral guide, and put me in charge of the small children in Pratap House. It
enriched me spiritually as I had to lead young minds on the righteous path. ",,,,30
PRACTISE,,"Science and religion seem to be antagonistic to each other. But intrinsically, then- purpose is the samethat is, to make life happy and worth living. Both claim to be based on truth, though their methods are
different. There are many similarities and dissimilarities between science and religion. The basis of
science in earliest stages at least, is believed to have been observation and experience, and it is quite
understandable that man must have been observing the natural phenomena and having some
experiences of varied type. Yet religion is believed to be much older than science. It is because religion
is primarily based on belief and faith which later took the shape of magic. But science in its tangible
form came to be recognized much later. It is now almost established that man has evolved from other
species after the passage of numerous millenniums. As he appeared on the earth in the present human
form, he was awed to watch the lightning in the sky followed by a loud thunder. As he moved on the
earth, he came across or experienced floods and forest fire which made him realize the presence of
some spirit behind all such things and happenings. He began to feel and realize and associate his own
life and fate in the hands of some invisible power that perhaps he gave the name of God. The fact that
the name of God in different vernaculars, languages and dialects exists almost; all over the world in all
religions, among all races and countries, means that either all mankind was thinking alike at one or the
other time or the people in different regions or areas of the world were having some communication
system even unconsciously, may be in the form of conveying of some fact, information, secret or piece
of knowledge from person to person through the mouth, as the writing process, as we know now, came
much later, indeed, recently only. ",,,5
PRACTISE,,"A story is told about a soldier who was finally coming home after having fought in Vietnam. He called
his parents from San Francisco. “Mom and Dad, I’m coming home, but I have a favor to ask. I have a
friend I’d like to bring home with me. “Sure,” they replied, “we’d love to meet him.” “There’s something
you should know,” the son continued, “he was hurt pretty badly in the fighting. He stepped on a land
mind and lost an arm and a leg. He has nowhere else to go, and I want him to come live with us.” “I’m
sorry to hear that, son. Maybe we can help him find somewhere to live.” “No, Mom and Dad, I want
him to live with us.” “Son,” said the father, “you don’t know what you’re asking. Someone with such a
handicap would be a terrible burden on us. We have our own lives to live, and we can’t let something
like this interfere with our lives. I think you should just come home and forget about this guy. He’ll find
a way to live on his own. At that point, the son hung up the phone. The parents heard nothing more
from him. A few days later, however, they received a call from the San Francisco police. Their son had
died after falling from a building, they were told. The police believed it was suicide. The grief-stricken
parents flew to San Francisco and were taken to the city morgue to identify the body of their son. They
recognized him, but to their horror, they also discovered something they didn’t know, their son had
only one arm and one leg. Moral: The parents in this story are like many of us. We find it easy to love
those who are good-looking or fun to have around, but we don’t like people who inconvenience us or
make us feel uncomfortable. We would rather stay away from people who aren’t as healthy, beautiful,
or smart as we are. Thankfully, there’s someone who won’t treat us that way. Someone who loves us
with an unconditional love that welcomes us into the forever family, regardless of how messed up we
are. ",,,10
PRACTISE,,"A story tells that two friends were walking through the desert. During some point of the journey, they
had an argument, and one friend slapped the other one in the face. The one who got slapped was hurt,
but without saying anything, wrote in the sand “Today my best friend slapped me in the face”. They
kept on walking until they found an oasis, where they decided to take a bath. The one who had been
slapped got stuck in the mire and started drowning, but the friend saved him. After he recovered from
the near drowning, he wrote on a stone “Today my best friend saved my life”. The friend who had
slapped and saved his best friend asked him, “After I hurt you, you wrote in the sand and now, you
write on a stone, why?” The other friend replied “When someone hurts us we should write it down in
the sand where winds of forgiveness can erase it away. But, when someone does something good for
us, we must engrave it in stone where no wind can ever erase it.” A mother and a baby camel were lying
around, and suddenly the baby camel asked, “mother, may I ask you some questions? The mother said,
“Sure! Why son, is there something bothering you? Baby said, “Why do camels have humps?” The
mother said, “Well son, we are desert animals, we need the humps to store water and we are known
to survive without water”. Baby said, “Okay, then why are our legs long and our feet rounded?” The
mother said, “Son, obviously they are meant for walking in the desert. You know with these legs I can
move around the desert better than anyone does!” Baby said, “Okay, then why are our eyelashes long?
Sometimes it bothers my sight”. Mother with pride said, “My son, those long thick eyelashes are your
protective cover. They help to protect your eyes from the desert sand and wind”. Baby after thinking
said, “I see. So the hump is to store water when we are in the desert, the legs are for walking through
the desert and these eyelashes protect my eyes from the desert than what in god’s name are we doing
here in the Zoo!?”",,,15
PRACTISE,,"Once, there was this guy, who was in love with a girl. She wasn’t the most beautiful and gorgeous but
for him, she was everything. He used to dream about her, about spending the rest of life with her. His
friends told him, “why do you dream so much about her when you don’t even know if she loves you or
not? First, tell her your feelings, and get to know if she likes you or not”. He felt that was the right way.
The girl knew from the beginning, that this guy loves her. One day when he proposed, she rejected him.
His friends thought he would take alcohol, drugs etc and ruin his life. To their surprise, he was not
depressed. When they asked him how was it that he is not sad, he replied, “‘why should I feel bad? I
lost one who never loved me and she lost the one who really loved and cared for her.” Moral: True Love
is Hard to Get. Love is all about giving to other person without greed of gaining anything in return, if
other person rejects it, its him/her who will be losing the most important thing in life. So never feel
dejected. A man stopped at a flower shop to order some flowers to be wired to his mother who lived
two hundred miles away. As he got out of his car he noticed a young girl sitting on the curb sobbing. He
asked her what was wrong and she replied, “I wanted to buy a red rose for my mother. But I only have
seventy-five cents, and a rose costs two dollars.” The man smiled and said, “Come on in with me. I’ll
buy you a rose.” He bought the little girl her rose and ordered his own mother’s flowers. As they were
leaving he offered the girl a ride home. She said, “Yes, please! You can take me to my mother.” She
directed him to a cemetery, where she placed the rose on a freshly dug grave. The man returned to the
flower shop, canceled the wire order, picked up a bouquet and drove the two hundred miles to his
mother’s house. ",,,20
PRACTISE,,"There is a nine-year-old kid sitting at his desk and all of a sudden, there is a puddle between his feet
and the front of his pants are wet. He thinks his heart is going to stop because he cannot possibly
imagine how this has happened. It’s never happened before, and he knows that when the boys find out
he will never hear the end of it.. When the girls find out, they’ll never speak to him again as long as he
lives. The boy believes his heart is going to stop; he puts his head down and prays this prayer, “Dear
God, this is an emergency! I need help now! Five minutes from now I’m dead meat.” He looks up from
his prayer and here comes the teacher with a look in her eyes that says he has been discovered. As the
teacher is walking toward him, a classmate named Susie is carrying a goldfish bowl that is filled with
water. Susie trips in front of the teacher and inexplicably dumps the bowl of water in the boy’s lap. The
boy pretends to be angry, but all the while is saying to himself, “Thank you, Lord! Thank you, Lord!”
Now all of a sudden, instead of being the object of ridicule, the boy is the object of sympathy. The
teacher rushes him downstairs and gives him gym shorts to put on while his pants dry out. All the other
children are on their hands and knees cleaning up around his desk. The sympathy is wonderful. But as
life would have it, the ridicule that should have been his has been transferred to someone else – Susie.
She tries to help, but they tell her to get out. “You’ve done enough, you klutz!” Finally, at the end of the
day, as they are waiting for the bus, the boy walks over to Susie and whispers, “You did that on purpose,
didn’t you?” Susie whispers back, “I wet my pants once too.” Moral: All of us go through all good and
bad things in life.",,,25
PRACTISE,,"A voyaging ship was wrecked during a storm at sea and only two of the men on it were able to swim to
a small, desert like island. The two survivors who have been good friends, not knowing what else to do,
agreed that they had no other recourse but to pray to God. However, to find out whose prayer was
more powerful, they agreed to divide the territory between them and stay on opposite sides of the
island. The first thing they prayed for was food. The next morning, the first man saw a fruit-bearing tree
on his side of the land, and he was able to eat its fruit. The other man’s parcel of land remained barren.
After a week, the first man was lonely and he decided to pray for a wife. The next day, another ship was
wrecked, and the only survivor was a woman who swam to his side of the land. On the other side of the
island, there was nothing. Soon the first man prayed for a house, clothes, more food. The next day, like
magic, all of these were given to him. However, the second man still had nothing. Finally, the first man
prayed for a ship, so that he and his wife could leave the island. In the morning, he found a ship docked
at his side of the island. The first man boarded the ship with his wife and decided to leave the second
man on the island. He considered the other man unworthy to receive God’s blessings since none of his
prayers had been answered. As the ship was about to leave, the first man heard a voice from heaven
booming, “Why are you leaving your companion on the island?” “My blessings are mine alone since I
was the one who prayed for them,” the first man answered. “His prayers were all unanswered and so
he does not deserve anything.” “You are mistaken!” the voice rebuked him. “He had only one prayer,
which I answered. If not for that, you would not have received any of my blessings.” “Tell me,” the first
man asked the voice, “What did he pray for that I should owe him anything?” ",,,30
PRACTISE,,"The King was extremely concerned when he heard what they had to say and went to the stable himself.
He offered the elephant food from the royal table and asked him why he grieved in this manner. He
thought that the elephant should be proud and honored that he was chosen as the state elephant and
would get the opportunity to serve his King. But the white elephant replied that he would not eat a
thing until he met his mother. So the King asked him where his mother was. The elephant replied that
she was back home on Mount Candorana and must be worried and hungry as she was blind and had no
one to feed her and take care of her. He was afraid that she would die. The compassionate King was
touched by the elephant’s story and asked him to return to his blind, old mother and take care of her
as he had been doing all along. He set him free in love and kindness. The happy elephant went running
home as fast as he could. And he was relieved to find that his mother was still alive. He filled his trunk
with water and poured it over his sick mother who thought that it was raining. Then she cried out as
she thought that some evil spirit had come to harm her and wished and prayed that her son was there
to save her. The white elephant gently bent over his blind mother and stroked her lovingly. She
immediately recognized his touch and was overjoyed. Her son lifted her up and told her that the kind
and compassionate King of Banaras had set him free and he was here to love and look after his mother
forever. His mother was absolutely thrilled and blessed the kind King with peace, prosperity and joy till
the end of his days. She was so thankful to him for sending her son back home. The white elephant was
able to take good care of his mother till the day she died. And when he died himself, the King erected a
statue of him by the side of the lake and held an annual elephant festival there in memory of such a
caring and noble soul. Moral: Always give affection and care to our dear ones. Always respect other’s
feelings. ",,,5
PRACTISE,,"The forester was very excited and immediately went up to the King and told him about the white
elephant that he had seen on Mount Candorana. He told him that he had marked the way and would
require the help of the elephant trainers in order to catch this fantastic elephant. The King was quite
pleased with the information and immediately dispatched a number of soldiers and elephant trainers
along with the forester. After travelling for many days, the group reached the lake besides which the
elephants resided. They slowly moved down to the edge of the lake and hid behind the bushes. The
white elephant was collecting lotus shoots for his mother’s meal and could sense the presence of
humans. When he looked up, he spotted the forester and realized that it was he who had led the King’s
men to him. He was very upset at the ingratitude but decided that if he put up a struggle many of the
men would be killed. And he was just too kind to hurt anyone. So he decided to go along with them to
Banaras and then request the benevolent King to be set free. That night when the white elephant did
not return home, his mother was very worried. She had heard all the commotion outside and had
guessed that the King’s men had taken away her son. She was scared that the King would ride him in to
battle and her son would definitely be killed. She was also worried that there would be no one to look
after her or even feed her, as she could not see. She just lay down and cried bitterly. Meanwhile her
son was led in to the beautiful city of Banaras where he was given a grand reception. The whole city
was decorated and his own stable was gaily painted and covered with garlands of fragrant flowers. The
trainers laid out a feast for their new state elephant that refused to touch a morsel. He did not respond
to any kind of stimuli, be it the fragrant flowers or the beautiful and comfortable stable.",,,10
PRACTISE,,"Once upon a time, there lived a herd of eighty thousand elephants at the bottom of the majestic
Himalayas. Their leader was a magnificent and rare white elephant who was an extremely kind-hearten
soul. He greatly loved his mother who had grown blind and feeble and could not look out for herself.
Each day this white elephant would go deep into the forest in search of food. He would look for the best
of wild fruit to send to his mother. But alas, his mother never received any. This was because his
messengers would always eat them up themselves. Each night, when he returned home he would be
surprised to hear that his mother had been starving all day. He was absolutely disgusted with his herd.
Then one day, he decided to leave them all behind and disappeared in the middle of the night along
with his dear mother. He took her to Mount Candorana to live in a cave beside a beautiful lake that was
covered by gorgeous pink lotuses. It so happened that one day, when the white elephant was feeding
he heard loud cries. A forester from Banaras had lost his way in the forest and was absolutely terrified.
He had come to the area to visit relatives and could not find his way out. On seeing this big white
elephant he was even more terrified and ran as fast as he could. The elephant followed him and told
him not to be afraid, as all he wanted to do was to help him. He asked the forester why he was crying
so bitterly. The forester replied that he was crying because he had been roaming the forest for the past
seven days and could not find his way out. The elephant told him not to worry as he knew every inch of
this forest and could take him to safety. He then lifted him on to his back and carried him to the edge
of the forest from where the forester went on his merry way back to Banaras. On reaching the city, he
heard that King Brahmadutta’s personal elephant had just died and the King was looking for a new
elephant. ",,,15
PRACTISE,,"A frail old man went to live with his son, daughter-in-law, and four-year-old grandson. The old man’s
hands trembled, his eyesight was blurred, and his step faltered. The family ate together at the table.
But the elderly grandfather’s shaky hands and failing sight made eating difficult. Peas rolled off his
spoon onto the floor. When he grasped the glass, milk spilled on the table cloth. The son and daughterin-law became irritated with the mess. “We must do something about father,” said the son. “I’ve had
enough of his spilled milk, noisy eating, and food on the floor.” So the husband and wife set a small
table in the corner. There, Grandfather ate alone while the rest of the family enjoyed dinner. Since
Grandfather had broken a dish or two, his food was served in a wooden bowl! When the family glanced
in Grandfather’s direction, sometimes he had a tear in his eye as he sat alone. Still, the only words the
couple had for him were sharp admonitions when he dropped a fork or spilled food. The four-year-old
watched it all in silence. One evening before supper, the father noticed his son playing with wood scraps
on the floor. He asked the child sweetly, “What are you making?” Just as sweetly, the boy responded,
“Oh, I am making a little bowl for you and Mama to eat your food in when I grow up.” The four-yearold smiled and went back to work. The words so struck the parents so that they were speechless. Then
tears started to stream down their cheeks. Though no word was spoken, both knew what must be done.
That evening the husband took Grandfather’s hand and gently led him back to the family table. For the
remainder of his day, he ate every meal with the family. And for some reason, neither husband nor wife
seemed to care any longer when a fork was dropped, milk spilled, or the tablecloth soiled. Moral: You
reap what you sow. Regardless of your relationship with your parents, you’ll miss them when they’re
gone from your life. Always Respect, Care for and Love them. ",,,20
PRACTISE,,"Once upon a time, a daughter complained to her father that her life was miserable and that she didn’t
know how she was going to make it. She was tired of fighting and struggling all the time. It seemed just
as one problem was solved, another one soon followed. Her father, a chef, took her to the kitchen. He
filled three pots with water and placed each on a high fire. Once the three pots began to boil, he placed
potatoes in one pot, eggs in the second pot and ground coffee beans in the third pot. He then let them
sit and boil, without saying a word to his daughter. The daughter moaned and impatiently waited,
wondering what he was doing. After twenty minutes he turned off the burners. He took the potatoes
out of the pot and placed them in a bowl. He pulled the eggs out and placed them in a bowl. He then
ladled the coffee out and placed it in a cup. Turning to her, he asked. “Daughter, what do you see?”
“Potatoes, eggs and coffee,” she hastily replied. “Look closer”, he said, “and touch the potatoes.” She
did and noted that they were soft. He then asked her to take an egg and break it. After pulling off the
shell, she observed the hard-boiled egg. Finally, he asked her to sip the coffee. Its rich aroma brought a
smile to her face. “Father, what does this mean?” she asked. He then explained that the potatoes, the
eggs and coffee beans had each faced the same adversity-the boiling water. However, each one reacted
differently. The potato went in strong, hard and unrelenting, but in boiling water, it became soft and
weak. The egg was fragile, with the thin outer shell protecting its liquid interior until it was put in the
boiling water. Then the inside of the egg became hard. However, the ground coffee beans were unique.
After they were exposed to the boiling water, they changed the water and created something new.
“Which one are you?” he asked his daughter. “When adversity knocks on your door, how do you
respond? ",,,25
PRACTISE,,"A crow lived in the forest and was absolutely satisfied in life. But one day he saw a swan. “This swan is
so white,” he thought, “and I am so black. This swan must be the happiest bird in the world.” He
expressed his thoughts to the swan. “Actually,” the swan replied, “I was feeling that I was the happiest
bird around until I saw a parrot, which has two colors. I now think the parrot is the happiest bird in
creation.” The crow then approached the parrot. The parrot explained, “I lived a very happy life until I
saw a peacock. I have only two colors, but the peacock has multiple colors.” The crow then visited a
peacock in the zoo and saw that hundreds of people had gathered to see him. After the people had left,
the crow approached the peacock. “Dear peacock,” the crow said, “you are so beautiful. Every day
thousands of people come to see you. When people see me, they immediately shoo me away. I think
you are the happiest bird on the planet.” The peacock replied, “I always thought that I was the most
beautiful and happy bird on the planet. But because of my beauty, I am entrapped in this zoo. I have
examined the zoo very carefully, and I have realized that the crow is the only bird not kept in a cage. So
for past few days, I have been thinking that if I were a crow, I could happily roam everywhere.” That’s
our problem too. We make unnecessary comparison with others and become sad. We don’t value what
God has given us. This all leads to the vicious cycle of unhappiness. Learn to be happy in what you have
instead of looking at what you don’t have. There will always be someone who will have more or less
than you have. Person who is satisfied with what he/she has, is the happiest person in the world. A
doctor entered the hospital in hurry after being called in for an urgent surgery. He answered the call as
soon as possible, changed his clothes and went directly to the surgery block. He found the boy’s father
pacing in the hall waiting for the doctor. ",,,30
PRACTISE,,"डॉ. बी.आर. अंबेडकर एक सामाजिक सुधारक और राजनीतिक नेता थे, जिन्होंने भारतीय स्वतंत्रता आंदोलन में महत्वपूर्ण भूमिका निभाई। वे दिल्ली परिवार में जन्मे थे और उन्होंने अपनी शुरुआत से ही भेदभाव और असमानता का सामना किया। हालांकि, उनका अध्ययन करने की इच्छा और बुद्धि उन्हें इन बाधाओं से पार पाने और उच्च शिक्षा प्राप्त करने में मदद करने वाली साबित हुई। उन्होंने भारतीय संविधान के मुख्य architect बनकर, समानता और सामाजिक न्याय के लिए संघर्ष किया। अंबेडकर दलितों और अन्य अल्पसंख्यक समुदायों के अधिकारों के पक्षधर भी थे, और उनका काम एक और क्रांतिकारी और लोकतांत्रिक भारत के निर्माण के लिए नींव रखता है। उनके देश के प्रति योगदान ने उन्हें भारतीय इतिहास में एक महत्वपूर्ण आदमी बना दिया है, और उनकी प्रेरणा सामाजिक परिवर्तन और प्रगति के लिए आज भी प्रासंगिक है। डॉ. भीमराव रामजी अंबेडकर, जिन्हें बाबासाहेब के नाम से जाना जाता है, एक सामाजिक सुधारक, प्रख्यात बुद्धिजीवी और राजनीतिक नेता थे जिन्होंने स्वतंत्र भारत का ढांचा तैयार करने में महत्वपूर्ण भूमिका निभाई। 1891 में मध्य प्रदेश के महू में जन्मे अंबेडकर दलित समुदाय से थे, जो भारत में जाति व्यवस्था के निचले पायदान पर माने जाते थे। शुरू से ही असमानता और भेदभाव का सामना करने के बावजूद, अंबेडकर ने उच्च शिक्षा प्राप्त करने का संकल्प लिया। अंबेडकर ने भारत और विदेशों में प्रतिष्ठित विश्वविद्यालयों से अपनी शिक्षा पूरी की, जैसे न्यूयॉर्क के कोलंबिया विश्वविद्यालय और लंदन स्कूल ऑफ इकोनॉमिक्स। ",,,5
PRACTISE,,"विज्ञान मानव समाज का एक आवश्यक घटक है और आज हम देख रहे हैं कि इसने कई उन्नतियों और प्रौद्योगिकी विकासों के लिए जिम्मेदारी ली है। प्राकृतिक दुनिया को समझने और उसे बदलने की क्षमता के साथ, हमने चिकित्सा, परिवहन, संचार और कई अन्य क्षेत्रों में भयानक प्रगति की है। हालांकि, किसी भी शक्तिशाली उपकरण की तरह, विज्ञान भी एक वरदान और अभिशाप दोनों हो सकता है, इसके उपयोग के आधार पर। एक ओर विज्ञान ने हमें कई लाभ प्रदान किए हैं जो हमारे जीवन की गुणवत्ता में सुधार कर रहे हैं। विशेष रूप से चिकित्सा विज्ञान मानवता के लिए एक बहुत बड़ा वरदान रहा है, जिसने अनगिनत जीवन बचाए हैं और लाखों लोगों के दुख को कम किया है। वैज्ञानिक अनुसंधान के माध्यम से, हमने छोटीpox, पोलियो और मीजल्स जैसी प्रलभित बीमारियों के लिए वैक्सीनेशन और इलाज विकसित किए हैं। हमने कैंसर, हृदय रोग और अन्य अधिकांश बीमारियों के उपचार में भी बड़ी उन्नति की है, जिससे लाखों मरीजों और उनके परिवारों को उम्मीद मिली है। विज्ञान ने मानव ज्ञान और समझ में महत्वपूर्ण भूमिका निभाई है। वैज्ञानिक प्रयासों के उपयोग के माध्यम से, हमने परमाणु संरचना से लेकर ब्रह्मांड के उत्पत्ति तक प्राकृतिक घटनाओं के बारे में बहुत कुछ सीखा है। वैज्ञानिक अनुसंधान ने हमें हमारी दुनिया में हमारी जगह और हमारे अस्तित्व को आकार देने वाली शक्तियों के बारे में एक गहरी समझ दी है। हालांकि, जब विज्ञान गलत तरीके से इस्तेमाल या दुरुपयोग किया जाता है तो यह एक अभिशाप भी हो सकता है। आज हमारा सबसे बड़ा चुनौती यही है कि विज्ञान और प्रौद्योगिकी के प्रचार पर क्या गलत असर पड़ रहा है। फॉसिल ईंधनों के जलाने ने उदाहरण के तौर पर जलवायु परिवर्तन को बढ़ावा दिया है, जिससे समुद्र स्तर का थाम बढ़ रहा है, अधिक तेज और भयानक प्राकृतिक आपदाएँ हो रही हैं और अन्य गंभीर समस्याएं उत्पन्न हो रही हैं। कृषि में कीटनाशक और अन्य रसायनों के उपयोग से मिट्टी का उपयोग नष्ट हो रहा है, जल प्रदूषण और अन्य पर्यावरणीय समस्याएं उत्पन्न हो रही हैं जो हमारे खाद्य आपूर्ति और हमारी पारिस्थितिकी तंत्र की स्थिरता को खतरे में डाल रही हैं। एक और मुद्दा यह है कि विज्ञान का दुरुपयोग विनाशकारी उद्देश्यों के लिए किया गया है। न्यूक्लियर हथियारों के विकास का उदाहरण दिया जा सकता है, जिससे मानवता के लिए भारी नुकसान और तबाही हो रही है। साइबर हमले और जैविक हथियारों जैसे नए युद्ध प्रणालियों को बनाने के लिए विज्ञान का उपयोग वैश्विक सुरक्षा और स्थिरता के लिए एक गंभीर खतरा बन गया है।""",,,25
